size = 2030,
ITEM = {slot = 1, stringID = traptrack, amount = 1},
ITEM = {slot = 464, stringID = greaterrapidpotion, amount = 1},
ITEM = {slot = 465, stringID = sapphirecluster, amount = 1},
ITEM = {slot = 466, stringID = woodsword, amount = 1},
ITEM = {slot = 467, stringID = ledpanel, amount = 1},
ITEM = {slot = 468, stringID = beef, amount = 1},
ITEM = {slot = 469, stringID = templeentrance, amount = 1},
ITEM = {slot = 470, stringID = obsidiandoorlocked, amount = 1},
ITEM = {slot = 471, stringID = birchdinnertable, amount = 1},
ITEM = {slot = 472, stringID = beet, amount = 1},
ITEM = {slot = 473, stringID = paintingmouse, amount = 1},
ITEM = {slot = 474, stringID = ironoredeeprock, amount = 1},
ITEM = {slot = 475, stringID = jesterhat, amount = 1},
ITEM = {slot = 476, stringID = smallrunestone, amount = 1},
ITEM = {slot = 477, stringID = tabletbox, amount = 1},
ITEM = {slot = 478, stringID = coppersword, amount = 1},
ITEM = {slot = 479, stringID = snowhood, amount = 1},
ITEM = {slot = 480, stringID = greaterminingpotion, amount = 1},
ITEM = {slot = 481, stringID = milk, amount = 1},
ITEM = {slot = 482, stringID = runicpickaxe, amount = 1},
ITEM = {slot = 483, stringID = safarishirt, amount = 1},
ITEM = {slot = 484, stringID = deepfrostchestplate, amount = 1},
ITEM = {slot = 485, stringID = dawnchestplate, amount = 1},
ITEM = {slot = 486, stringID = tilebomb, amount = 1},
ITEM = {slot = 487, stringID = tomatoseed, amount = 1},
ITEM = {slot = 488, stringID = bucket, amount = 1},
ITEM = {slot = 489, stringID = leathershirt, amount = 1},
ITEM = {slot = 490, stringID = demonheart, amount = 1},
ITEM = {slot = 491, stringID = dungeonflametrap, amount = 1},
ITEM = {slot = 492, stringID = obsidiandoor, amount = 1},
ITEM = {slot = 493, stringID = picnicblanket, amount = 1},
ITEM = {slot = 494, stringID = emptyglassdisplay, amount = 1},
ITEM = {slot = 495, stringID = glassbottle, amount = 1},
ITEM = {slot = 496, stringID = ascendedpylon, amount = 1},
ITEM = {slot = 497, stringID = fallenicicle, amount = 1},
ITEM = {slot = 498, stringID = grass, amount = 1},
ITEM = {slot = 499, stringID = arcanicchestplate, amount = 1},
ITEM = {slot = 500, stringID = bannerofsummonspeed, amount = 1},
ITEM = {slot = 501, stringID = goldoregraniterock, amount = 1},
ITEM = {slot = 502, stringID = smithingapron, amount = 1},
ITEM = {slot = 503, stringID = ghostboots, amount = 1},
ITEM = {slot = 504, stringID = goldchalice, amount = 1},
ITEM = {slot = 505, stringID = treasurepotion, amount = 1},
ITEM = {slot = 506, stringID = dryadchair, amount = 1},
ITEM = {slot = 507, stringID = palmbed, amount = 1},
ITEM = {slot = 508, stringID = shoes, amount = 1},
ITEM = {slot = 509, stringID = antiquebow, amount = 1},
ITEM = {slot = 510, stringID = dynamitestick, amount = 1},
ITEM = {slot = 511, stringID = papertowel, amount = 1},
ITEM = {slot = 512, stringID = dryadcabinet, amount = 1},
ITEM = {slot = 513, stringID = battlepotion, amount = 1},
ITEM = {slot = 514, stringID = duskwall, amount = 1},
ITEM = {slot = 515, stringID = rottenfishstew, amount = 1},
ITEM = {slot = 516, stringID = quartzglaive, amount = 1},
ITEM = {slot = 517, stringID = brickwall, amount = 1},
ITEM = {slot = 518, stringID = alchemyshardcrystal, amount = 1},
ITEM = {slot = 519, stringID = rainhat, amount = 1},
ITEM = {slot = 520, stringID = arachnidchestplate, amount = 1},
ITEM = {slot = 521, stringID = voidbag, amount = 1},
ITEM = {slot = 522, stringID = demonicspear, amount = 1},
ITEM = {slot = 523, stringID = paintingapple, amount = 1},
ITEM = {slot = 524, stringID = sapphireclusterpure, amount = 1},
ITEM = {slot = 525, stringID = nightmaretalisman, amount = 1},
ITEM = {slot = 526, stringID = frostboomerang, amount = 1},
ITEM = {slot = 527, stringID = paintingduck, amount = 1},
ITEM = {slot = 528, stringID = stackofpaper, amount = 1},
ITEM = {slot = 529, stringID = redflowerpatch, amount = 1},
ITEM = {slot = 530, stringID = ancientruinwall, amount = 1},
ITEM = {slot = 531, stringID = demonicbar, amount = 1},
ITEM = {slot = 532, stringID = deepsandcaverocksmall, amount = 1},
ITEM = {slot = 533, stringID = hunterboots, amount = 1},
ITEM = {slot = 534, stringID = queenbee, amount = 1},
ITEM = {slot = 535, stringID = wildsunflower, amount = 1},
ITEM = {slot = 536, stringID = spideressence, amount = 1},
ITEM = {slot = 537, stringID = gravestone2, amount = 1},
ITEM = {slot = 538, stringID = vampiricbanner, amount = 1},
ITEM = {slot = 539, stringID = willowdesk, amount = 1},
ITEM = {slot = 540, stringID = maplebookshelf, amount = 1},
ITEM = {slot = 541, stringID = lemonsapling, amount = 1},
ITEM = {slot = 542, stringID = seedgun, amount = 1},
ITEM = {slot = 543, stringID = gravestone1, amount = 1},
ITEM = {slot = 544, stringID = dryadchest, amount = 1},
ITEM = {slot = 545, stringID = duskchestplate, amount = 1},
ITEM = {slot = 546, stringID = crownofspiderkin, amount = 1},
ITEM = {slot = 547, stringID = birchtree, amount = 1},
ITEM = {slot = 548, stringID = ivybow, amount = 1},
ITEM = {slot = 549, stringID = dungeonexit, amount = 1},
ITEM = {slot = 550, stringID = greatermanapotion, amount = 1},
ITEM = {slot = 551, stringID = birchdresser, amount = 1},
ITEM = {slot = 552, stringID = palmbench, amount = 1},
ITEM = {slot = 553, stringID = wildiceblossom, amount = 1},
ITEM = {slot = 554, stringID = dryadwall, amount = 1},
ITEM = {slot = 555, stringID = bannerofdefense, amount = 1},
ITEM = {slot = 556, stringID = frogcostumeshirt, amount = 1},
ITEM = {slot = 557, stringID = blackberrysapling, amount = 1},
ITEM = {slot = 558, stringID = dryadbarrage, amount = 1},
ITEM = {slot = 559, stringID = teleportationstone, amount = 1},
ITEM = {slot = 560, stringID = tungstenpickaxe, amount = 1},
ITEM = {slot = 561, stringID = overgrownfountain, amount = 1},
ITEM = {slot = 562, stringID = vambrace, amount = 1},
ITEM = {slot = 563, stringID = golddoublestreetlamp, amount = 1},
ITEM = {slot = 564, stringID = palmdesk, amount = 1},
ITEM = {slot = 565, stringID = woodpathtile, amount = 1},
ITEM = {slot = 566, stringID = tungstenorebasaltrock, amount = 1},
ITEM = {slot = 567, stringID = blackberry, amount = 1},
ITEM = {slot = 568, stringID = caveglow, amount = 1},
ITEM = {slot = 569, stringID = bamboosapling, amount = 1},
ITEM = {slot = 570, stringID = calmingrose, amount = 1},
ITEM = {slot = 571, stringID = dryaddoublebed, amount = 1},
ITEM = {slot = 572, stringID = voidmask, amount = 1},
ITEM = {slot = 573, stringID = palmcandelabra, amount = 1},
ITEM = {slot = 574, stringID = leatherhood, amount = 1},
ITEM = {slot = 575, stringID = miningpotion, amount = 1},
ITEM = {slot = 576, stringID = orangebook, amount = 1},
ITEM = {slot = 577, stringID = greaterspeedpotion, amount = 1},
ITEM = {slot = 578, stringID = oakdresser, amount = 1},
ITEM = {slot = 579, stringID = spiderleg, amount = 1},
ITEM = {slot = 580, stringID = birchcandelabra, amount = 1},
ITEM = {slot = 581, stringID = quartzpickaxe, amount = 1},
ITEM = {slot = 582, stringID = hook, amount = 1},
ITEM = {slot = 583, stringID = tikitorch, amount = 1},
ITEM = {slot = 584, stringID = myceliumhood, amount = 1},
ITEM = {slot = 585, stringID = woodarrowtrap, amount = 1},
ITEM = {slot = 586, stringID = birchbed, amount = 1},
ITEM = {slot = 587, stringID = tflipflopgate, amount = 1},
ITEM = {slot = 588, stringID = goldgreatbow, amount = 1},
ITEM = {slot = 589, stringID = candyapple, amount = 1},
ITEM = {slot = 590, stringID = frostbullet, amount = 1},
ITEM = {slot = 591, stringID = cryptdoor, amount = 1},
ITEM = {slot = 592, stringID = runicaxe, amount = 1},
ITEM = {slot = 593, stringID = greatermanaregenpotion, amount = 1},
ITEM = {slot = 594, stringID = runicchestplate, amount = 1},
ITEM = {slot = 595, stringID = cavebirchtree, amount = 1},
ITEM = {slot = 596, stringID = ravendoor, amount = 1},
ITEM = {slot = 597, stringID = crystaltile, amount = 1},
ITEM = {slot = 598, stringID = coconuttree, amount = 1},
ITEM = {slot = 599, stringID = arachnidhelmet, amount = 1},
ITEM = {slot = 600, stringID = myceliumpickaxe, amount = 1},
ITEM = {slot = 601, stringID = carapaceshield, amount = 1},
ITEM = {slot = 602, stringID = oldsoup, amount = 1},
ITEM = {slot = 603, stringID = demonchest, amount = 1},
ITEM = {slot = 604, stringID = farmershoes, amount = 1},
ITEM = {slot = 605, stringID = bluewrappingpaper, amount = 1},
ITEM = {slot = 606, stringID = woodpickaxe, amount = 1},
ITEM = {slot = 607, stringID = woodwall, amount = 1},
ITEM = {slot = 608, stringID = amethysthelmet, amount = 1},
ITEM = {slot = 609, stringID = carrotseed, amount = 1},
ITEM = {slot = 610, stringID = barkblade, amount = 1},
ITEM = {slot = 611, stringID = rubyclustersmall, amount = 1},
ITEM = {slot = 612, stringID = fuzzydice, amount = 1},
ITEM = {slot = 613, stringID = magicsand, amount = 1},
ITEM = {slot = 614, stringID = porktenderloin, amount = 1},
ITEM = {slot = 615, stringID = palmbathtub, amount = 1},
ITEM = {slot = 616, stringID = capturedspirit, amount = 1},
ITEM = {slot = 617, stringID = dryadlogbench, amount = 1},
ITEM = {slot = 618, stringID = manica, amount = 1},
ITEM = {slot = 619, stringID = amber, amount = 1},
ITEM = {slot = 620, stringID = swampgrassseed, amount = 1},
ITEM = {slot = 621, stringID = torch, amount = 1},
ITEM = {slot = 622, stringID = swamphedge, amount = 1},
ITEM = {slot = 623, stringID = paintingparrot, amount = 1},
ITEM = {slot = 624, stringID = salvagestation, amount = 1},
ITEM = {slot = 625, stringID = clothrobe, amount = 1},
ITEM = {slot = 626, stringID = dawndoorlocked, amount = 1},
ITEM = {slot = 627, stringID = sandstonerock, amount = 1},
ITEM = {slot = 628, stringID = greencarpet, amount = 1},
ITEM = {slot = 629, stringID = pinecabinet, amount = 1},
ITEM = {slot = 630, stringID = willowdresser, amount = 1},
ITEM = {slot = 631, stringID = greateraccuracypotion, amount = 1},
ITEM = {slot = 632, stringID = stonecolumn, amount = 1},
ITEM = {slot = 633, stringID = crystalchestplate, amount = 1},
ITEM = {slot = 634, stringID = rawchickenleg, amount = 1},
ITEM = {slot = 635, stringID = sensorgate, amount = 1},
ITEM = {slot = 636, stringID = bluepresent, amount = 1},
ITEM = {slot = 637, stringID = spideritebar, amount = 1},
ITEM = {slot = 638, stringID = deepstonedoorlocked, amount = 1},
ITEM = {slot = 639, stringID = fallenlandscapingstation, amount = 1},
ITEM = {slot = 640, stringID = speedpotion, amount = 1},
ITEM = {slot = 641, stringID = nandgate, amount = 1},
ITEM = {slot = 642, stringID = cavewatergrass, amount = 1},
ITEM = {slot = 643, stringID = bowofdualism, amount = 1},
ITEM = {slot = 644, stringID = puddlecobble, amount = 1},
ITEM = {slot = 645, stringID = shears, amount = 1},
ITEM = {slot = 646, stringID = amethyststaff, amount = 1},
ITEM = {slot = 647, stringID = farseersorb, amount = 1},
ITEM = {slot = 648, stringID = strawberryseed, amount = 1},
ITEM = {slot = 649, stringID = eyeinaportal, amount = 1},
ITEM = {slot = 650, stringID = overgrownfishingrod, amount = 1},
ITEM = {slot = 651, stringID = ancientruindoorlocked, amount = 1},
ITEM = {slot = 652, stringID = wisdompotion, amount = 1},
ITEM = {slot = 653, stringID = caveglowsprout, amount = 1},
ITEM = {slot = 654, stringID = soundgate, amount = 1},
ITEM = {slot = 655, stringID = workstationduo, amount = 1},
ITEM = {slot = 656, stringID = hexedbladegreatsword, amount = 1},
ITEM = {slot = 657, stringID = goldoredeeprock, amount = 1},
ITEM = {slot = 658, stringID = ivyhelmet, amount = 1},
ITEM = {slot = 659, stringID = runeboundbonesrobe, amount = 1},
ITEM = {slot = 660, stringID = countergate, amount = 1},
ITEM = {slot = 661, stringID = nunchucks, amount = 1},
ITEM = {slot = 662, stringID = maplebench, amount = 1},
ITEM = {slot = 663, stringID = dungeonarrowtrap, amount = 1},
ITEM = {slot = 664, stringID = paintinglargeworldmap, amount = 1},
ITEM = {slot = 665, stringID = greaterhealthpotion, amount = 1},
ITEM = {slot = 666, stringID = birchclock, amount = 1},
ITEM = {slot = 667, stringID = swampcandlepedestal, amount = 1},
ITEM = {slot = 668, stringID = dungeonpressureplate, amount = 1},
ITEM = {slot = 669, stringID = ravendoorlocked, amount = 1},
ITEM = {slot = 670, stringID = safarihat, amount = 1},
ITEM = {slot = 671, stringID = cryptpath, amount = 1},
ITEM = {slot = 672, stringID = glowcoral, amount = 1},
ITEM = {slot = 673, stringID = quillandparchment, amount = 1},
ITEM = {slot = 674, stringID = fallenworkstation, amount = 1},
ITEM = {slot = 675, stringID = soldierhelmet, amount = 1},
ITEM = {slot = 676, stringID = spareboatparts, amount = 1},
ITEM = {slot = 677, stringID = witchrobe, amount = 1},
ITEM = {slot = 678, stringID = copperoregraniterock, amount = 1},
ITEM = {slot = 679, stringID = slimerock, amount = 1},
ITEM = {slot = 680, stringID = goldsword, amount = 1},
ITEM = {slot = 681, stringID = raspberrymousse, amount = 1},
ITEM = {slot = 682, stringID = batwing, amount = 1},
ITEM = {slot = 683, stringID = fins, amount = 1},
ITEM = {slot = 684, stringID = willowdoorlocked, amount = 1},
ITEM = {slot = 685, stringID = copperoresandstone, amount = 1},
ITEM = {slot = 686, stringID = deepstone, amount = 1},
ITEM = {slot = 687, stringID = ruby, amount = 1},
ITEM = {slot = 688, stringID = pinelog, amount = 1},
ITEM = {slot = 689, stringID = soakedbow, amount = 1},
ITEM = {slot = 690, stringID = spidercharm, amount = 1},
ITEM = {slot = 691, stringID = storagebox, amount = 1},
ITEM = {slot = 692, stringID = runichelmet, amount = 1},
ITEM = {slot = 693, stringID = pumpkin, amount = 1},
ITEM = {slot = 694, stringID = spikedbatboots, amount = 1},
ITEM = {slot = 695, stringID = quartzhelmet, amount = 1},
ITEM = {slot = 696, stringID = paintingabstract, amount = 1},
ITEM = {slot = 697, stringID = leatherdashers, amount = 1},
ITEM = {slot = 698, stringID = chieftainspedestal, amount = 1},
ITEM = {slot = 699, stringID = hotdog, amount = 1},
ITEM = {slot = 700, stringID = passivepotion, amount = 1},
ITEM = {slot = 701, stringID = paintingelder, amount = 1},
ITEM = {slot = 702, stringID = sandray, amount = 1},
ITEM = {slot = 703, stringID = swampeel, amount = 1},
ITEM = {slot = 704, stringID = goldchestplate, amount = 1},
ITEM = {slot = 705, stringID = sentientsword, amount = 1},
ITEM = {slot = 706, stringID = palmdisplay, amount = 1},
ITEM = {slot = 707, stringID = freshpotatosalad, amount = 1},
ITEM = {slot = 708, stringID = ironorebasaltrock, amount = 1},
ITEM = {slot = 709, stringID = spidercastlewall, amount = 1},
ITEM = {slot = 710, stringID = gemstonelongsword, amount = 1},
ITEM = {slot = 711, stringID = importedsheep, amount = 1},
ITEM = {slot = 712, stringID = upgradeshard, amount = 1},
ITEM = {slot = 713, stringID = frozensoul, amount = 1},
ITEM = {slot = 714, stringID = incinerator, amount = 1},
ITEM = {slot = 715, stringID = cryptalchemyshardorerocksmall, amount = 1},
ITEM = {slot = 716, stringID = cryptstone, amount = 1},
ITEM = {slot = 717, stringID = pirateeyepatch, amount = 1},
ITEM = {slot = 718, stringID = copperhelmet, amount = 1},
ITEM = {slot = 719, stringID = frostshovel, amount = 1},
ITEM = {slot = 720, stringID = cappuccino, amount = 1},
ITEM = {slot = 721, stringID = dryadcrown, amount = 1},
ITEM = {slot = 722, stringID = stonefencegate, amount = 1},
ITEM = {slot = 723, stringID = greenpresent, amount = 1},
ITEM = {slot = 724, stringID = bonetoilet, amount = 1},
ITEM = {slot = 725, stringID = landfill, amount = 1},
ITEM = {slot = 726, stringID = runicboots, amount = 1},
ITEM = {slot = 727, stringID = sprucetoilet, amount = 1},
ITEM = {slot = 728, stringID = wildfiremone, amount = 1},
ITEM = {slot = 729, stringID = palmdinnertable, amount = 1},
ITEM = {slot = 730, stringID = ironhelmet, amount = 1},
ITEM = {slot = 731, stringID = copperoredeepsandstonerock, amount = 1},
ITEM = {slot = 732, stringID = voidgreatbow, amount = 1},
ITEM = {slot = 733, stringID = dungeonmap, amount = 1},
ITEM = {slot = 734, stringID = crystalboots, amount = 1},
ITEM = {slot = 735, stringID = boulderstaff, amount = 1},
ITEM = {slot = 736, stringID = crate, amount = 1},
ITEM = {slot = 737, stringID = demonicbow, amount = 1},
ITEM = {slot = 738, stringID = deepsnowcaverock, amount = 1},
ITEM = {slot = 739, stringID = rawpork, amount = 1},
ITEM = {slot = 740, stringID = spiderstone, amount = 1},
ITEM = {slot = 741, stringID = snowmantrainingdummy, amount = 1},
ITEM = {slot = 742, stringID = sprucebed, amount = 1},
ITEM = {slot = 743, stringID = seastar, amount = 1},
ITEM = {slot = 744, stringID = stonecoffin, amount = 1},
ITEM = {slot = 745, stringID = bamboowall, amount = 1},
ITEM = {slot = 746, stringID = chromaticspellbook, amount = 1},
ITEM = {slot = 747, stringID = spiritgreaves, amount = 1},
ITEM = {slot = 748, stringID = copperpitchfork, amount = 1},
ITEM = {slot = 749, stringID = spellstone, amount = 1},
ITEM = {slot = 750, stringID = runicheart, amount = 1},
ITEM = {slot = 751, stringID = wool, amount = 1},
ITEM = {slot = 752, stringID = shippingchest, amount = 1},
ITEM = {slot = 753, stringID = brickdoor, amount = 1},
ITEM = {slot = 754, stringID = crystalbullet, amount = 1},
ITEM = {slot = 755, stringID = deepsnowstonebrickfloor, amount = 1},
ITEM = {slot = 756, stringID = sparegemstones, amount = 1},
ITEM = {slot = 757, stringID = voidflaskandtesttube, amount = 1},
ITEM = {slot = 758, stringID = emeraldcluster, amount = 1},
ITEM = {slot = 759, stringID = ironoresnow, amount = 1},
ITEM = {slot = 760, stringID = basaltcolumn, amount = 1},
ITEM = {slot = 761, stringID = stoneflametrap, amount = 1},
ITEM = {slot = 762, stringID = ravenfeather, amount = 1},
ITEM = {slot = 763, stringID = deepsnowstonecolumn, amount = 1},
ITEM = {slot = 764, stringID = decorativepot2, amount = 1},
ITEM = {slot = 765, stringID = decorativepot1, amount = 1},
ITEM = {slot = 766, stringID = decorativepot4, amount = 1},
ITEM = {slot = 767, stringID = decorativepot3, amount = 1},
ITEM = {slot = 768, stringID = observantmask, amount = 1},
ITEM = {slot = 769, stringID = crabclaw, amount = 1},
ITEM = {slot = 770, stringID = tungstenbar, amount = 1},
ITEM = {slot = 771, stringID = demonicanvil, amount = 1},
ITEM = {slot = 772, stringID = paintinglargeship, amount = 1},
ITEM = {slot = 773, stringID = upgradesharddeepsnowrock, amount = 1},
ITEM = {slot = 774, stringID = obsidian, amount = 1},
ITEM = {slot = 775, stringID = maplecabinet, amount = 1},
ITEM = {slot = 776, stringID = ancientdredgingstaff, amount = 1},
ITEM = {slot = 777, stringID = pineclock, amount = 1},
ITEM = {slot = 778, stringID = bamboodisplay, amount = 1},
ITEM = {slot = 779, stringID = galvanichammer, amount = 1},
ITEM = {slot = 780, stringID = coconut, amount = 1},
ITEM = {slot = 781, stringID = rocktile, amount = 1},
ITEM = {slot = 782, stringID = christmashat, amount = 1},
ITEM = {slot = 783, stringID = pharaohsrobe, amount = 1},
ITEM = {slot = 784, stringID = dirtyplate, amount = 1},
ITEM = {slot = 785, stringID = dryaddoor, amount = 1},
ITEM = {slot = 786, stringID = bloodplateboots, amount = 1},
ITEM = {slot = 787, stringID = grasstile, amount = 1},
ITEM = {slot = 788, stringID = caveoyster, amount = 1},
ITEM = {slot = 789, stringID = ironoredeepsandstonerock, amount = 1},
ITEM = {slot = 790, stringID = dryadtree, amount = 1},
ITEM = {slot = 791, stringID = glacialaxe, amount = 1},
ITEM = {slot = 792, stringID = deepswamptallgrass, amount = 1},
ITEM = {slot = 793, stringID = deadwoodtoilet, amount = 1},
ITEM = {slot = 794, stringID = witchhat, amount = 1},
ITEM = {slot = 795, stringID = venomshower, amount = 1},
ITEM = {slot = 796, stringID = magicalquiver, amount = 1},
ITEM = {slot = 797, stringID = amethyst, amount = 1},
ITEM = {slot = 798, stringID = greaterbuildingpotion, amount = 1},
ITEM = {slot = 799, stringID = captainsshirt, amount = 1},
ITEM = {slot = 800, stringID = graveltile, amount = 1},
ITEM = {slot = 801, stringID = raspberryjam, amount = 1},
ITEM = {slot = 802, stringID = swampsurfacerock, amount = 1},
ITEM = {slot = 803, stringID = electrifiedmana, amount = 1},
ITEM = {slot = 804, stringID = apple, amount = 1},
ITEM = {slot = 805, stringID = dryadbanner, amount = 1},
ITEM = {slot = 806, stringID = stormingthehamletpart1vinyl, amount = 1},
ITEM = {slot = 807, stringID = bambootoilet, amount = 1},
ITEM = {slot = 808, stringID = craftingguide, amount = 1},
ITEM = {slot = 809, stringID = shadowgate, amount = 1},
ITEM = {slot = 810, stringID = brickdoorlocked, amount = 1},
ITEM = {slot = 811, stringID = woodshield, amount = 1},
ITEM = {slot = 812, stringID = spidercastledoorlocked, amount = 1},
ITEM = {slot = 813, stringID = tungstenlandscapingstation, amount = 1},
ITEM = {slot = 814, stringID = ironbomb, amount = 1},
ITEM = {slot = 815, stringID = frozenheart, amount = 1},
ITEM = {slot = 816, stringID = ravenwinggreatsword, amount = 1},
ITEM = {slot = 817, stringID = knockbackpotion, amount = 1},
ITEM = {slot = 818, stringID = smokedfillet, amount = 1},
ITEM = {slot = 819, stringID = emeraldclustersmall, amount = 1},
ITEM = {slot = 820, stringID = guardianshell, amount = 1},
ITEM = {slot = 821, stringID = shinebelt, amount = 1},
ITEM = {slot = 822, stringID = essenceofrebirth, amount = 1},
ITEM = {slot = 823, stringID = copperoredeepsnowrock, amount = 1},
ITEM = {slot = 824, stringID = rubyshields, amount = 1},
ITEM = {slot = 825, stringID = healthpotion, amount = 1},
ITEM = {slot = 826, stringID = basaltcaverock, amount = 1},
ITEM = {slot = 827, stringID = snowstonepathtile, amount = 1},
ITEM = {slot = 828, stringID = oakbench, amount = 1},
ITEM = {slot = 829, stringID = spideriteore, amount = 1},
ITEM = {slot = 830, stringID = noblehorseshoe, amount = 1},
ITEM = {slot = 831, stringID = ascendedwall, amount = 1},
ITEM = {slot = 832, stringID = seedpouch, amount = 1},
ITEM = {slot = 833, stringID = exoticshoes, amount = 1},
ITEM = {slot = 834, stringID = infinitewaterbucket, amount = 1},
ITEM = {slot = 835, stringID = spidervenom, amount = 1},
ITEM = {slot = 836, stringID = battlechefhat, amount = 1},
ITEM = {slot = 837, stringID = greaterbattlepotion, amount = 1},
ITEM = {slot = 838, stringID = watertile, amount = 1},
ITEM = {slot = 839, stringID = bamboochest, amount = 1},
ITEM = {slot = 840, stringID = redwrappingpaper, amount = 1},
ITEM = {slot = 841, stringID = magicmanual, amount = 1},
ITEM = {slot = 842, stringID = eggplant, amount = 1},
ITEM = {slot = 843, stringID = shishkebab, amount = 1},
ITEM = {slot = 844, stringID = christmaspresent, amount = 1},
ITEM = {slot = 845, stringID = dryadhelmet, amount = 1},
ITEM = {slot = 846, stringID = woodstaff, amount = 1},
ITEM = {slot = 847, stringID = rumbottle, amount = 1},
ITEM = {slot = 848, stringID = swampsurfacerocksmall, amount = 1},
ITEM = {slot = 849, stringID = ancientfossilmask, amount = 1},
ITEM = {slot = 850, stringID = glyphtrapreversedamage, amount = 1},
ITEM = {slot = 851, stringID = sprucedisplay, amount = 1},
ITEM = {slot = 852, stringID = shotgun, amount = 1},
ITEM = {slot = 853, stringID = polarclaw, amount = 1},
ITEM = {slot = 854, stringID = ravennestwithegg, amount = 1},
ITEM = {slot = 855, stringID = pipette, amount = 1},
ITEM = {slot = 856, stringID = swampfish, amount = 1},
ITEM = {slot = 857, stringID = snowball, amount = 1},
ITEM = {slot = 858, stringID = wooddoor, amount = 1},
ITEM = {slot = 859, stringID = basaltfloor, amount = 1},
ITEM = {slot = 860, stringID = ravenbeakspear, amount = 1},
ITEM = {slot = 861, stringID = deepswampstonewall, amount = 1},
ITEM = {slot = 862, stringID = candycane, amount = 1},
ITEM = {slot = 863, stringID = dryadscarf, amount = 1},
ITEM = {slot = 864, stringID = swampstonecase, amount = 1},
ITEM = {slot = 865, stringID = ravenwall, amount = 1},
ITEM = {slot = 866, stringID = dawnwall, amount = 1},
ITEM = {slot = 867, stringID = sailorshoes, amount = 1},
ITEM = {slot = 868, stringID = slimerocktile, amount = 1},
ITEM = {slot = 869, stringID = cryoblaster, amount = 1},
ITEM = {slot = 870, stringID = ninjashoes, amount = 1},
ITEM = {slot = 871, stringID = deepswampstonebrickfloor, amount = 1},
ITEM = {slot = 872, stringID = constructionhammer, amount = 1},
ITEM = {slot = 873, stringID = emptyravennest, amount = 1},
ITEM = {slot = 874, stringID = balancedfrostfirefoci, amount = 1},
ITEM = {slot = 875, stringID = largesteppingstone, amount = 1},
ITEM = {slot = 876, stringID = leatherglove, amount = 1},
ITEM = {slot = 877, stringID = templepedestal, amount = 1},
ITEM = {slot = 878, stringID = swarmsignal, amount = 1},
ITEM = {slot = 879, stringID = dryadbathtub, amount = 1},
ITEM = {slot = 880, stringID = sapphireeyepatch, amount = 1},
ITEM = {slot = 881, stringID = clothhat, amount = 1},
ITEM = {slot = 882, stringID = angelicstatue, amount = 1},
ITEM = {slot = 883, stringID = surfacerocksmall, amount = 1},
ITEM = {slot = 884, stringID = carapacedagger, amount = 1},
ITEM = {slot = 885, stringID = willowdoublebed, amount = 1},
ITEM = {slot = 886, stringID = cactussapling, amount = 1},
ITEM = {slot = 887, stringID = greaterlifeelixir, amount = 1},
ITEM = {slot = 888, stringID = cryptwall, amount = 1},
ITEM = {slot = 889, stringID = summonfoci, amount = 1},
ITEM = {slot = 890, stringID = cryowitchshoes, amount = 1},
ITEM = {slot = 891, stringID = superiormanapotion, amount = 1},
ITEM = {slot = 892, stringID = tableclock, amount = 1},
ITEM = {slot = 893, stringID = piratemap, amount = 1},
ITEM = {slot = 894, stringID = runeboundcrownmask, amount = 1},
ITEM = {slot = 895, stringID = merchantsbackpack, amount = 1},
ITEM = {slot = 896, stringID = swampstonecolumn, amount = 1},
ITEM = {slot = 897, stringID = tictactoeboard, amount = 1},
ITEM = {slot = 898, stringID = blackberryicecream, amount = 1},
ITEM = {slot = 899, stringID = overgrownswampgrassseed, amount = 1},
ITEM = {slot = 900, stringID = ancientfossilhelmet, amount = 1},
ITEM = {slot = 901, stringID = ivyore, amount = 1},
ITEM = {slot = 902, stringID = teleportationscroll, amount = 1},
ITEM = {slot = 903, stringID = sprucebench, amount = 1},
ITEM = {slot = 904, stringID = tungstenaxe, amount = 1},
ITEM = {slot = 905, stringID = sandstonewall, amount = 1},
ITEM = {slot = 906, stringID = eyeofthevoid, amount = 1},
ITEM = {slot = 907, stringID = dungeonfloor, amount = 1},
ITEM = {slot = 908, stringID = machinegun, amount = 1},
ITEM = {slot = 909, stringID = potionpouch, amount = 1},
ITEM = {slot = 910, stringID = cryowitchhat, amount = 1},
ITEM = {slot = 911, stringID = fallencarpentersbench, amount = 1},
ITEM = {slot = 912, stringID = watergrass, amount = 1},
ITEM = {slot = 913, stringID = basaltrock, amount = 1},
ITEM = {slot = 914, stringID = dungeondresser, amount = 1},
ITEM = {slot = 915, stringID = honeybee, amount = 1},
ITEM = {slot = 916, stringID = bonebookshelf, amount = 1},
ITEM = {slot = 917, stringID = duckbreast, amount = 1},
ITEM = {slot = 918, stringID = swampdwellerstaff, amount = 1},
ITEM = {slot = 919, stringID = deadwooddresser, amount = 1},
ITEM = {slot = 920, stringID = cryostaff, amount = 1},
ITEM = {slot = 921, stringID = granitebrickfloor, amount = 1},
ITEM = {slot = 922, stringID = voidboomerang, amount = 1},
ITEM = {slot = 923, stringID = spiderthrone, amount = 1},
ITEM = {slot = 924, stringID = glacialbar, amount = 1},
ITEM = {slot = 925, stringID = plainsgrasstile, amount = 1},
ITEM = {slot = 926, stringID = blueberrycake, amount = 1},
